CourseType,Description,Locations,MaximumAge,MinimumAge,Provider,SkillLevel,Title,Topic,URL
iD Tech Camps | Weeklong,"Dig into the Minecraft source code to explore the fundamentals of the Java programming language by creating custom blocks, items, and mods for Minecraft. This course introduces Java programming in an accessible way that's sure to get students excited about a future in coding.","['Hong Kong', 'Hong Kong', 'Singapore', 'Tempe, AZ', 'Concord, CA', 'Sacramento, CA', 'Livermore, CA', 'Palo Alto, CA', 'San Anselmo, CA', 'San Francisco, CA', 'San Jose, CA', 'Santa Clara, CA', 'Santa Rosa, CA', 'Santa Clara, CA', 'Moraga, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Saratoga, CA', 'La Mirada, CA', 'Thousand Oaks, CA', 'Pomona, CA', 'San Marcos, CA', 'Pasadena, CA', 'Long Beach, CA', 'Pasadena, CA', 'Mission Viejo, CA', 'Irvine, CA', 'La Jolla, CA', 'Santa Barbara, CA', 'Los Angeles, CA', 'San Diego, CA', 'Fort Collins, CO', 'Highlands Ranch, CO', 'Boulder, CO', 'Denver, CO', 'Fairfield, CT', 'New Haven, CT', 'Hartford, CT', 'Middletown, CT', 'Boca Raton, FL', 'Winter Park, FL', 'Coral Gables, FL', 'Jacksonville, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Chicago, IL', 'Lake Forest, IL', 'Chicago, IL', 'Evanston, IL', 'Indianapolis, IN', 'West Lafayette, IN', 'Louisville, KY', 'Rockville, MD', 'Towson, MD', 'College Park, MD', 'Amherst, MA', 'Waltham, MA', 'Quincy, MA', 'Beverly, MA', 'Cambridge, MA', 'Newton, MA', 'Cambridge, MA', 'Needham, MA', 'Southborough, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Kansas City, MO', 'St. Louis, MO', 'Las Vegas, NV', 'Las Vegas, NV', 'Manchester, NH', 'Madison, NJ', 'Union, NJ', 'West Long Branch, NJ', 'Montclair, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'Mt Laurel, NJ', 'South Orange, NJ', 'Garden City, NY', 'New York, NY', 'Purchase, NY', 'New York, NY', 'New York, NY', 'Old Westbury, NY', 'New York, NY', 'New York, NY', 'Queens, NY', 'Bronxville, NY', 'Stony Brook, NY', 'New Paltz, NY', 'Raleigh, NC', 'Charlotte, NC', 'Chapel Hill, NC', 'Cleveland, OH', 'Columbus, OH', 'Cincinnati, OH', 'Portland, OR', 'Glenside, PA', 'Pittsburgh, PA', 'Bethlehem, PA', 'Philadelphia, PA', 'Villanova, PA', 'West Chester, PA', 'Memphis, TN', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Fort Worth, TX', 'Austin, TX', 'San Antonio, TX', 'Houston, TX', 'Richardson, TX', 'Houston, TX', 'Westlake, TX', 'Burlington, VT', 'Williamsburg, VA', 'Richmond, VA', 'Charlottesville, VA', 'Falls Church, VA', 'Seattle, WA', 'Bellevue, WA', 'Tacoma, WA', 'Bothell, WA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Washington, D.C.', 'Waukesha, WI', 'Milwaukee, WI', 'Madison, WI']",12,10,iDTech,Beginner-Advanced,Java Coding: Build Mods with Minecraft,"Coding, Game Development",https://www.idtech.com/courses/java-coding-build-mods-with-minecraft
iD Tech Camps | Weeklong,"Don't miss this chance to design and build a dynamic game to play on your iPhone or Android device. With GameMaker and its user-friendly toolset, you will use behaviors, events, and physics to create mobile video games—all while learning core principles of game design. This course is an essential step for any aspiring mobile game designer.

Note: If you'd like us to try to install your student’s game to a device, the device must be officially supported and updated to the latest software version.","['Tempe, AZ', 'Sacramento, CA', 'Palo Alto, CA', 'San Francisco, CA', 'Santa Clara, CA', 'Santa Clara, CA', 'Moraga, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Saratoga, CA', 'Pomona, CA', 'Pasadena, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Fort Collins, CO', 'Denver, CO', 'Middletown, CT', 'Winter Park, FL', 'Coral Gables, FL', 'Jacksonville, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Lake Forest, IL', 'Evanston, IL', 'Indianapolis, IN', 'Rockville, MD', 'Towson, MD', 'College Park, MD', 'Amherst, MA', 'Waltham, MA', 'Quincy, MA', 'Cambridge, MA', 'Cambridge, MA', 'Southborough, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Las Vegas, NV', 'Madison, NJ', 'Union, NJ', 'West Long Branch, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'Garden City, NY', 'New York, NY', 'Purchase, NY', 'New York, NY', 'New York, NY', 'Old Westbury, NY', 'New York, NY', 'Queens, NY', 'Bronxville, NY', 'Stony Brook, NY', 'New Paltz, NY', 'Davidson, NC', 'Raleigh, NC', 'Cincinnati, OH', 'Pittsburgh, PA', 'Bethlehem, PA', 'Philadelphia, PA', 'Villanova, PA', 'West Chester, PA', 'Memphis, TN', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Fort Worth, TX', 'Austin, TX', 'San Antonio, TX', 'Richardson, TX', 'Houston, TX', 'Williamsburg, VA', 'Falls Church, VA', 'Seattle, WA', 'Bothell, WA', 'Seattle, WA', 'Washington, D.C.']",12,10,iDTech,Beginner-Advanced,Make Mobile Games for iPhone and Android,Game Development,https://www.idtech.com/courses/make-mobile-games-for-iphone-and-android
iD Tech Camps | Weeklong,"Roblox is one of the fastest-growing game creation platforms on the planet, with more than 60 million players per month and top developers making over $1 million a year. In this course, you'll use Roblox’s built-in editor to create 3D worlds and then use Lua to code game mechanics. Publish, share, and play games with friends on any platform from console to mobile. Study games that have been runaway hits and learn how to implement some of the same monetization strategies.","['Hong Kong', 'Singapore', 'Tempe, AZ', 'Concord, CA', 'Sacramento, CA', 'Livermore, CA', 'Palo Alto, CA', 'San Anselmo, CA', 'San Francisco, CA', 'San Jose, CA', 'Santa Clara, CA', 'Santa Rosa, CA', 'Santa Clara, CA', 'Moraga, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Saratoga, CA', 'La Mirada, CA', 'Thousand Oaks, CA', 'Pomona, CA', 'San Marcos, CA', 'Pasadena, CA', 'Long Beach, CA', 'Los Angeles, CA', 'Rancho Palos Verdes, CA', 'Pasadena, CA', 'Mission Viejo, CA', 'Irvine, CA', 'La Jolla, CA', 'Santa Barbara, CA', 'Los Angeles, CA', 'San Diego, CA', 'Fort Collins, CO', 'Highlands Ranch, CO', 'Boulder, CO', 'Denver, CO', 'Fairfield, CT', 'New Haven, CT', 'Hartford, CT', 'Middletown, CT', 'Boca Raton, FL', 'Winter Park, FL', 'Coral Gables, FL', 'Jacksonville, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Chicago, IL', 'Lake Forest, IL', 'Chicago, IL', 'Evanston, IL', 'Indianapolis, IN', 'West Lafayette, IN', 'Louisville, KY', 'Rockville, MD', 'Towson, MD', 'College Park, MD', 'Amherst, MA', 'Waltham, MA', 'Quincy, MA', 'Cambridge, MA', 'Newton, MA', 'Cambridge, MA', 'Needham, MA', 'Lowell, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Kansas City, MO', 'St. Louis, MO', 'Las Vegas, NV', 'Las Vegas, NV', 'Manchester, NH', 'Madison, NJ', 'Union, NJ', 'West Long Branch, NJ', 'Montclair, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'Mt Laurel, NJ', 'South Orange, NJ', 'Garden City, NY', 'New York, NY', 'Purchase, NY', 'New York, NY', 'New York, NY', 'Old Westbury, NY', 'New York, NY', 'New York, NY', 'Queens, NY', 'Bronxville, NY', 'Stony Brook, NY', 'New Paltz, NY', 'Davidson, NC', 'Raleigh, NC', 'Charlotte, NC', 'Chapel Hill, NC', 'Cleveland, OH', 'Columbus, OH', 'Cincinnati, OH', 'Portland, OR', 'Glenside, PA', 'Pittsburgh, PA', 'Bethlehem, PA', 'Philadelphia, PA', 'Villanova, PA', 'West Chester, PA', 'Memphis, TN', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Fort Worth, TX', 'Austin, TX', 'San Antonio, TX', 'Houston, TX', 'Richardson, TX', 'Houston, TX', 'Westlake, TX', 'Burlington, VT', 'Williamsburg, VA', 'Richmond, VA', 'Charlottesville, VA', 'Falls Church, VA', 'Seattle, WA', 'Bellevue, WA', 'Tacoma, WA', 'Bothell, WA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Washington, D.C.', 'Waukesha, WI', 'Milwaukee, WI', 'Madison, WI']",12,10,iDTech,Beginner-Advanced,"Roblox Entrepreneur: Create, Code, Publish Games","Coding, Design, Game Development",https://www.idtech.com/courses/roblox-entrepreneur-create-code-publish-games
iD Tech Camps | Weeklong,"Engineer and program robots from day one with VEX IQ and ROBOTC. Be part of a ""pit crew"" and build epic remote-controlled robots, then learn how to program the robot to run autonomously. Escape danger with sonar and touch sensors, lift obstacles out of the way, and launch projectiles at targets. The future of robotics is in your hands!","['Hong Kong', 'Tempe, AZ', 'Sacramento, CA', 'San Francisco, CA', 'Santa Clara, CA', 'Santa Clara, CA', 'Moraga, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Pomona, CA', 'Long Beach, CA', 'Los Angeles, CA', 'Mission Viejo, CA', 'Irvine, CA', 'La Jolla, CA', 'Santa Barbara, CA', 'Los Angeles, CA', 'Denver, CO', 'New Haven, CT', 'Winter Park, FL', 'Coral Gables, FL', 'Jacksonville, FL', 'Atlanta, GA', 'Lisle, IL', 'Lake Forest, IL', 'West Lafayette, IN', 'College Park, MD', 'Waltham, MA', 'Newton, MA', 'Cambridge, MA', 'Needham, MA', 'Southborough, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'St. Louis, MO', 'Las Vegas, NV', 'Madison, NJ', 'Princeton, NJ', 'New York, NY', 'Old Westbury, NY', 'New York, NY', 'Queens, NY', 'Raleigh, NC', 'Chapel Hill, NC', 'Cleveland, OH', 'Pittsburgh, PA', 'Villanova, PA', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Austin, TX', 'San Antonio, TX', 'Richardson, TX', 'Houston, TX', 'Bellevue, WA', 'Seattle, WA', 'Washington, D.C.', 'Milwaukee, WI', 'Madison, WI']",12,10,iDTech,Beginner-Advanced,Robotics and Visual Programming Lab with VEX IQ,"Robotics, Coding",https://www.idtech.com/courses/robotics-and-visual-programming-lab-with-vex-iq
iD Tech Camps | Weeklong,"Establish a brand and become a YouTube star! Curate an online presence with endless options for creative expression, from vlogs to tutorials to short films. Learn the fundamentals of pre-production and composition, then use professional equipment to capture footage. The drag-and-drop power of Adobe Premiere takes production to the next level and makes editing fun! Your path to video production begins here.","['Tempe, AZ', 'Sacramento, CA', 'Palo Alto, CA', 'San Francisco, CA', 'Santa Clara, CA', 'Santa Clara, CA', 'Moraga, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Thousand Oaks, CA', 'Pomona, CA', 'Long Beach, CA', 'Los Angeles, CA', 'Pasadena, CA', 'Irvine, CA', 'La Jolla, CA', 'Santa Barbara, CA', 'Los Angeles, CA', 'Boulder, CO', 'Denver, CO', 'Fairfield, CT', 'New Haven, CT', 'Middletown, CT', 'Winter Park, FL', 'Coral Gables, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Chicago, IL', 'Lake Forest, IL', 'Evanston, IL', 'Indianapolis, IN', 'West Lafayette, IN', 'Louisville, KY', 'Rockville, MD', 'Towson, MD', 'College Park, MD', 'Waltham, MA', 'Quincy, MA', 'Cambridge, MA', 'Cambridge, MA', 'Southborough, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Kansas City, MO', 'St. Louis, MO', 'Las Vegas, NV', 'Las Vegas, NV', 'Manchester, NH', 'Madison, NJ', 'Montclair, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'Mt Laurel, NJ', 'New York, NY', 'New York, NY', 'New York, NY', 'New York, NY', 'New Paltz, NY', 'Chapel Hill, NC', 'Cleveland, OH', 'Columbus, OH', 'Cincinnati, OH', 'Pittsburgh, PA', 'Villanova, PA', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Richmond, VA', 'Falls Church, VA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Madison, WI']",12,10,iDTech,Beginner-Advanced,Video Production: Start a YouTube Channel,Design,https://www.idtech.com/courses/video-production-for-kids-start-a-youtube-channel
iD Tech Camps | Weeklong,"Turn a passion for gaming into a professional online presence with gamecasting on YouTube. With this massively popular video style, you can stream live plays of beloved video games, or jump into production fundamentals to engineer audio and visuals for an engaging online experience to broadcast to the world. ""Let's Plays"" are the perfect opportunity to kickstart a path in video production.","['Tempe, AZ', 'Sacramento, CA', 'Palo Alto, CA', 'San Francisco, CA', 'Santa Clara, CA', 'Santa Clara, CA', 'Moraga, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Thousand Oaks, CA', 'Pomona, CA', 'Long Beach, CA', 'Los Angeles, CA', 'Pasadena, CA', 'Irvine, CA', 'La Jolla, CA', 'Santa Barbara, CA', 'Los Angeles, CA', 'Boulder, CO', 'Denver, CO', 'Fairfield, CT', 'New Haven, CT', 'Middletown, CT', 'Winter Park, FL', 'Coral Gables, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Chicago, IL', 'Lake Forest, IL', 'Evanston, IL', 'Indianapolis, IN', 'West Lafayette, IN', 'Louisville, KY', 'Rockville, MD', 'Towson, MD', 'College Park, MD', 'Waltham, MA', 'Quincy, MA', 'Cambridge, MA', 'Cambridge, MA', 'Southborough, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Kansas City, MO', 'St. Louis, MO', 'Las Vegas, NV', 'Las Vegas, NV', 'Manchester, NH', 'Madison, NJ', 'Montclair, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'Mt Laurel, NJ', 'New York, NY', 'New York, NY', 'New York, NY', 'New York, NY', 'New Paltz, NY', 'Chapel Hill, NC', 'Cleveland, OH', 'Columbus, OH', 'Cincinnati, OH', 'Pittsburgh, PA', 'Villanova, PA', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Richmond, VA', 'Falls Church, VA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Madison, WI']",12,10,iDTech,Beginner-Advanced,YouTube Gamecasting and Video Production,Design,https://www.idtech.com/courses/youtube-gamecasting-and-video-production
Alexa Cafe | Weeklong,"Dive into 3D art creation with Autodesk Maya, the 3D modeling and animation software package used by the pros. Build the skills and techniques it takes to make models from scratch, then learn to bring those models to life with animation. This course turns imagination into reality, encouraging you to share your vision and inspire others.","['Palo Alto, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Pasadena, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Denver, CO', 'Atlanta, GA', 'Lake Forest, IL', 'Boston, MA', 'St. Paul, MN', 'Summit, NJ', 'New York, NY', 'Bryn Mawr, PA', 'Nashville, TN', 'Houston, TX', 'Seattle, WA']",15,10,iDTech,Beginner-Advanced,3D Studio: Modeling and Animation,Design,https://www.idtech.com/courses/3d-studio-modeling-and-animation
Alexa Cafe | Weeklong,"Get a head start on a solid coding path with the power of Java—one of the most relevant, in-demand programming languages on the market today. Create a Java application and build essential computer science skills for college and beyond.","['Palo Alto, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Pasadena, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Denver, CO', 'Atlanta, GA', 'Lake Forest, IL', 'Boston, MA', 'St. Paul, MN', 'Summit, NJ', 'New York, NY', 'Bryn Mawr, PA', 'Nashville, TN', 'Houston, TX', 'Seattle, WA']",15,10,iDTech,Beginner-Advanced,Code Cafe: Development with Java,Coding,https://www.idtech.com/courses/code-cafe-development-with-java
Alexa Cafe | Weeklong,"Learn electrical engineering and coding using a take-home LilyPad Arduino. Create wearable electronics that spring to life with lights and sensors, prototyping devices that amaze and inspire—the perfect balance of creativity and tech.","['Palo Alto, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Pasadena, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Atlanta, GA', 'Lake Forest, IL', 'Ann Arbor, MI', 'St. Paul, MN', 'Las Vegas, NV', 'Summit, NJ', 'New York, NY', 'Bryn Mawr, PA', 'Nashville, TN', 'Houston, TX', 'Seattle, WA']",15,10,iDTech,Beginner-Advanced,Engineer Shop: Build and Code Wearable Tech,"Coding, Robotics",https://www.idtech.com/courses/engineer-shop-build-and-code-wearable-tech
Alexa Cafe | Weeklong,"Use vlogs, tutorials, or video shorts to establish an online presence with pro-level cameras and the drag-and-drop power of Adobe Premiere. Learn the basics of filming, editing, and screen capture to promote a cause or start a YouTube channel. Girls also explore digital citizenship and end the week by uploading projects to YouTube to share with the world (or maybe just their friends).","['Palo Alto, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Pasadena, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Denver, CO', 'Atlanta, GA', 'Lake Forest, IL', 'Boston, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Las Vegas, NV', 'New York, NY', 'Bryn Mawr, PA', 'Nashville, TN', 'Houston, TX', 'Seattle, WA']",15,10,iDTech,Beginner-Advanced,Film Studio: Video Production for Social Movements,Design,https://www.idtech.com/courses/film-studio-video-production-for-social-movements
Alexa Cafe | Weeklong,Use Java and its extensive Processing graphics library to hone programming skills and bring games and visual art to life. Share a unique vision with code creations and dive into the art of game programming to develop a game from start to finish.,"['Palo Alto, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Pasadena, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Denver, CO', 'Atlanta, GA', 'Lake Forest, IL', 'Boston, MA', 'St. Paul, MN', 'Summit, NJ', 'New York, NY', 'Bryn Mawr, PA', 'Nashville, TN', 'Houston, TX', 'Seattle, WA']",15,10,iDTech,Beginner-Advanced,Game Station: Code Games with Java,"Coding, Game Development",https://www.idtech.com/courses/game-station-code-games-with-java
Alexa Cafe | Weeklong,"Learn how to capture the perfect shot and build your photography portfolio. Equipped with professional DSLR cameras and tools from Adobe, explore the technical and creative aspects of photography and digital editing. Then put polished photos on Instagram, crafting a personal brand and follow-worthy online presence.","['Palo Alto, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Pasadena, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Denver, CO', 'Atlanta, GA', 'Lake Forest, IL', 'Boston, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'New York, NY', 'Bryn Mawr, PA', 'Nashville, TN', 'Houston, TX', 'Seattle, WA']",15,10,iDTech,Beginner-Advanced,Photo Booth: Pro Photography for Instagram,Design,https://www.idtech.com/courses/photo-booth-pro-photography-for-instagram
Alexa Cafe | Weeklong,"From inexpensive prosthetic limbs to crucial surgical tools in remote areas, 3D-printed objects are changing the world—the possibilities to make a difference are endless. Learn to use professional modeling software to design intricate objects, prepare them for printing, and then watch them take shape.

Students will be given a voucher that will allow them to order a 3D printer free of charge if delivery is within the United States.","['Palo Alto, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Pasadena, CA', 'Irvine, CA', 'La Jolla, CA', 'Denver, CO', 'Atlanta, GA', 'Lake Forest, IL', 'Boston, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Las Vegas, NV', 'Summit, NJ', 'Bryn Mawr, PA', 'Nashville, TN', 'Houston, TX', 'Seattle, WA']",15,10,iDTech,Beginner-Advanced,Print Shop: 3D Printing withTake-Home Printer,Design,https://www.idtech.com/courses/print-shop-3d-printing
Alexa Cafe | Weeklong,"Meet Cozmo, your new coding buddy. Whether it's used for fun or PhD-level robotics research, Cozmo is ready to learn. Do more than just code with Python while teaching Cozmo—see and feel the program's effects and the power of artificial intelligence. Code Cozmo to be gleeful and cheer up a friend or safeguard a room with its facial recognition. Cozmo is more than a computer, it's a companion on a journey into a world of coding adventures.

Students will be given a voucher that will allow them to order a Cozmo free of charge if delivery is within the United States.","['Palo Alto, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Pasadena, CA', 'Irvine, CA', 'Los Angeles, CA', 'Denver, CO', 'Atlanta, GA', 'Boston, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Las Vegas, NV', 'Summit, NJ', 'New York, NY', 'Bryn Mawr, PA', 'Houston, TX', 'Seattle, WA']",15,10,iDTech,Beginner-Advanced,Robo Squad: Robotics and AI with Your Own Cozmo,"Coding, Robotics",https://www.idtech.com/courses/robo-squad-robotics-and-ai-with-cozmo
iD Tech Camps | Weeklong,"Develop 3D modeling and design fundamentals while imagining and then creating unique designs with Autodesk Maya. Watch models come to life on 3D printers and take them home! 3D printing is revolutionizing industries worldwide—including crucial surgical tools in remote areas and inexpensive prosthetic limbs—so don't miss out on this essential new skill.

Students will be given a voucher that will allow them to order a 3D printer free of charge if delivery is within the United States.","['Tempe, AZ', 'Santa Clara, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'San Diego, CA', 'Denver, CO', 'Coral Gables, FL', 'Atlanta, GA', 'Lisle, IL', 'Lake Forest, IL', 'Indianapolis, IN', 'West Lafayette, IN', 'Waltham, MA', 'Cambridge, MA', 'Cambridge, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'St. Louis, MO', 'Princeton, NJ', 'New York, NY', 'Old Westbury, NY', 'New York, NY', 'Bronxville, NY', 'Chapel Hill, NC', 'Cincinnati, OH', 'Pittsburgh, PA', 'Villanova, PA', 'Houston, TX', 'Austin, TX', 'Falls Church, VA', 'Seattle, WA', 'Seattle, WA', 'Washington, D.C.']",17,13,iDTech,Beginner-Advanced,3D Modeling and Printing with Take-Home Printer,Design,https://www.idtech.com/courses/3d-modeling-and-printing
iD Tech Camps | Weeklong,"The path to become a 3D modeler begins now! Create stunning 3D characters, environmental assets, and more with Autodesk Maya—a powerful toolset the professionals use to create characters and environments. Understand and implement modeling practices and learn how to take inspiration from real-world surroundings. Then render those creations to include lighting, shadows, and textures, bringing assets to 3D life.","['Tempe, AZ', 'Sacramento, CA', 'Santa Clara, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Pomona, CA', 'Pasadena, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Fort Collins, CO', 'Boulder, CO', 'Denver, CO', 'Fairfield, CT', 'New Haven, CT', 'Middletown, CT', 'Boca Raton, FL', 'Winter Park, FL', 'Coral Gables, FL', 'Tampa, FL', 'Atlanta, GA', 'Lake Forest, IL', 'Indianapolis, IN', 'West Lafayette, IN', 'Rockville, MD', 'Amherst, MA', 'Waltham, MA', 'Cambridge, MA', 'Cambridge, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Kansas City, MO', 'Montclair, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'New York, NY', 'New York, NY', 'New York, NY', 'Stony Brook, NY', 'New Paltz, NY', 'Davidson, NC', 'Charlotte, NC', 'Chapel Hill, NC', 'Columbus, OH', 'Portland, OR', 'Pittsburgh, PA', 'Philadelphia, PA', 'Villanova, PA', 'Memphis, TN', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'San Antonio, TX', 'Williamsburg, VA', 'Charlottesville, VA', 'Falls Church, VA', 'Seattle, WA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Madison, WI']",17,13,iDTech,Beginner-Advanced,3D Modeling with Autodesk Maya,Design,https://www.idtech.com/courses/3d-modeling-with-autodesk-maya
iD Tech Camps | Weeklong,"What if your code could turn pictures of horses into zebras, tell the difference between cats and dogs, and beat world champions at chess? Step aside black magic, machine learning is here and performing tasks people used to believe were only possible in fantasy worlds. Dive into this developing field using data sets, probability, statistics and more, with tools like Python and TensorFlow (which helps computers emulate the way a brain works) to turn yesterday's dreams into reality.","['Hong Kong', 'Hong Kong', 'Singapore', 'Tempe, AZ', 'Sacramento, CA', 'San Jose, CA', 'San Francisco, CA', 'San Jose, CA', 'Santa Clara, CA', 'Santa Clara, CA', 'Palo Alto, CA', 'Berkeley, CA', 'Saratoga, CA', 'La Mirada, CA', 'Pomona, CA', 'San Marcos, CA', 'Pasadena, CA', 'Rancho Palos Verdes, CA', 'Irvine, CA', 'La Jolla, CA', 'Los Angeles, CA', 'Fort Collins, CO', 'Boulder, CO', 'Denver, CO', 'Fairfield, CT', 'Hartford, CT', 'Middletown, CT', 'Boca Raton, FL', 'Winter Park, FL', 'Coral Gables, FL', 'Jacksonville, FL', 'Tampa, FL', 'Atlanta, GA', 'Lisle, IL', 'Chicago, IL', 'Lake Forest, IL', 'Evanston, IL', 'Indianapolis, IN', 'West Lafayette, IN', 'Rockville, MD', 'Towson, MD', 'College Park, MD', 'Amherst, MA', 'Waltham, MA', 'Beverly, MA', 'Cambridge, MA', 'Cambridge, MA', 'Needham, MA', 'Southborough, MA', 'Lowell, MA', 'Ann Arbor, MI', 'St. Paul, MN', 'Kansas City, MO', 'St. Louis, MO', 'Manchester, NH', 'Madison, NJ', 'West Long Branch, NJ', 'Montclair, NJ', 'Princeton, NJ', 'Mahwah, NJ', 'South Orange, NJ', 'Garden City, NY', 'New York, NY', 'Purchase, NY', 'New York, NY', 'New York, NY', 'New York, NY', 'Bronxville, NY', 'Stony Brook, NY', 'New Paltz, NY', 'Raleigh, NC', 'Charlotte, NC', 'Chapel Hill, NC', 'Cleveland, OH', 'Columbus, OH', 'Cincinnati, OH', 'Portland, OR', 'Glenside, PA', 'Pittsburgh, PA', 'Bethlehem, PA', 'Philadelphia, PA', 'Villanova, PA', 'West Chester, PA', 'Memphis, TN', 'Nashville, TN', 'Houston, TX', 'Dallas, TX', 'Austin, TX', 'Austin, TX', 'San Antonio, TX', 'Richardson, TX', 'Westlake, TX', 'Williamsburg, VA', 'Charlottesville, VA', 'Falls Church, VA', 'Seattle, WA', 'Tacoma, WA', 'Bothell, WA', 'Seattle, WA', 'Washington, D.C.', 'Washington, D.C.', 'Washington, D.C.', 'Milwaukee, WI', 'Madison, WI']",17,13,iDTech,Beginner-Advanced,Artificial Intelligence and Machine Learning,Coding,https://www.idtech.com/courses/artificial-intelligence-and-machine-learning
